business_id,month,credit_score,engagement_events,engagement_3m,score_change_3m,funding_applied,funding_granted_gbp,is_active,is_churned,months_to_churn,months_on_platform,sector,region,default_risk_category,employees,annual_revenue_gbp
SME_0004,2024-11-01,601.0,12,11.0,28.0,False,0.0,True,False,,27.0,Services,North West,Medium,36,135384.33
SME_0004,2024-12-01,619.0,12,9.333333333333334,43.0,True,59248.49,True,False,,28.0,Services,North West,Medium,36,135384.33
SME_0004,2025-01-01,612.0,10,10.0,33.0,False,0.0,True,False,,29.0,Services,North West,Medium,36,135384.33
SME_0004,2025-02-01,608.0,12,11.333333333333334,7.0,False,0.0,True,False,,30.0,Services,North West,Medium,36,135384.33
SME_0004,2025-03-01,619.0,11,11.333333333333334,0.0,False,0.0,True,False,,31.0,Services,North West,Medium,36,135384.33
SME_0004,2025-04-01,628.0,11,11.0,16.0,True,0.0,True,False,,32.0,Services,North West,Medium,36,135384.33
SME_0004,2025-05-01,632.0,13,11.333333333333334,24.0,False,0.0,True,False,,33.0,Services,North West,Medium,36,135384.33
SME_0004,2025-06-01,647.0,8,11.666666666666666,28.0,False,0.0,True,False,,34.0,Services,North West,Medium,36,135384.33
SME_0004,2025-07-01,648.0,5,10.666666666666666,20.0,False,0.0,True,False,,35.0,Services,North West,Medium,36,135384.33
SME_0004,2025-08-01,633.0,15,8.666666666666666,1.0,False,0.0,True,False,,36.0,Services,North West,Medium,36,135384.33
SME_0004,2025-09-01,653.0,6,9.333333333333334,6.0,False,0.0,True,False,,37.0,Services,North West,Medium,36,135384.33
SME_0004,2025-10-01,632.0,8,8.666666666666666,-16.0,False,0.0,True,False,,38.0,Services,North West,Medium,36,135384.33
SME_0004,2025-11-01,643.0,11,9.666666666666666,10.0,True,0.0,True,False,,39.0,Services,North West,Medium,36,135384.33
SME_0004,2025-12-01,629.0,10,8.333333333333334,-24.0,True,58574.88,True,False,,40.0,Services,North West,Medium,36,135384.33
SME_0004,2026-01-01,625.0,5,9.666666666666666,-7.0,False,0.0,True,False,,41.0,Services,North West,Medium,36,135384.33
SME_0005,2024-08-01,520.0,2,,,False,0.0,True,False,,18.0,Retail,Scotland,High,19,109013.58
SME_0005,2024-09-01,499.0,6,2.0,,False,0.0,True,False,,19.0,Retail,Scotland,High,19,109013.58
SME_0005,2024-10-01,516.0,21,4.0,,False,0.0,True,False,,20.0,Retail,Scotland,High,19,109013.58
SME_0005,2024-11-01,512.0,9,9.666666666666666,-8.0,False,0.0,True,False,,21.0,Retail,Scotland,High,19,109013.58
SME_0005,2024-12-01,515.0,5,12.0,16.0,False,0.0,True,False,,22.0,Retail,Scotland,High,19,109013.58
SME_0005,2025-01-01,518.0,6,11.666666666666666,2.0,True,0.0,True,False,,23.0,Retail,Scotland,High,19,109013.58
SME_0005,2025-02-01,512.0,12,6.666666666666667,0.0,False,0.0,True,False,,24.0,Retail,Scotland,High,19,109013.58
SME_0005,2025-03-01,505.0,7,7.666666666666667,-10.0,True,0.0,True,False,,25.0,Retail,Scotland,High,19,109013.58
SME_0005,2025-04-01,507.0,4,8.333333333333334,-11.0,False,0.0,True,False,,26.0,Retail,Scotland,High,19,109013.58
SME_0005,2025-05-01,519.0,3,7.666666666666667,7.0,False,0.0,True,False,,27.0,Retail,Scotland,High,19,109013.58
SME_0005,2025-06-01,531.0,3,4.666666666666667,26.0,False,0.0,True,False,,28.0,Retail,Scotland,High,19,109013.58
SME_0005,2025-07-01,521.0,7,3.3333333333333335,14.0,False,0.0,True,False,,29.0,Retail,Scotland,High,19,109013.58
SME_0005,2025-08-01,513.0,7,4.333333333333333,-6.0,True,0.0,True,False,,30.0,Retail,Scotland,High,19,109013.58
SME_0005,2025-09-01,524.0,9,5.666666666666667,-7.0,False,0.0,True,False,,31.0,Retail,Scotland,High,19,109013.58
SME_0005,2025-10-01,524.0,5,7.666666666666667,3.0,False,0.0,True,False,,32.0,Retail,Scotland,High,19,109013.58
SME_0005,2025-11-01,530.0,6,7.0,17.0,False,0.0,True,False,,33.0,Retail,Scotland,High,19,109013.58
SME_0005,2025-12-01,546.0,3,6.666666666666667,22.0,False,0.0,True,False,,34.0,Retail,Scotland,High,19,109013.58
SME_0005,2026-01-01,537.0,8,4.666666666666667,13.0,False,0.0,True,False,,35.0,Retail,Scotland,High,19,109013.58
SME_0006,2024-08-01,646.0,12,,,False,0.0,True,False,,16.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2024-09-01,612.0,9,12.0,,True,14101.82,True,False,,17.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2024-10-01,611.0,14,10.5,,False,0.0,True,False,,18.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2024-11-01,608.0,12,11.666666666666666,-38.0,False,0.0,True,False,,19.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2024-12-01,626.0,10,11.666666666666666,14.0,False,0.0,True,False,,20.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2025-01-01,636.0,13,12.0,25.0,False,0.0,True,False,,21.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2025-02-01,661.0,17,11.666666666666666,53.0,False,0.0,True,False,,22.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2025-03-01,663.0,12,13.333333333333334,37.0,False,0.0,True,False,,23.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2025-04-01,680.0,9,14.0,44.0,False,0.0,True,False,,24.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2025-05-01,682.0,5,12.666666666666666,21.0,False,0.0,True,False,,25.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2025-06-01,670.0,16,8.666666666666666,7.0,True,0.0,True,False,,26.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2025-07-01,668.0,14,10.0,-12.0,False,0.0,True,False,,27.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2025-08-01,667.0,6,11.666666666666666,-15.0,False,0.0,True,False,,28.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2025-09-01,649.0,9,12.0,-21.0,True,14993.81,True,False,,29.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2025-10-01,650.0,19,9.666666666666666,-18.0,False,0.0,True,False,,30.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2025-11-01,650.0,8,11.333333333333334,-17.0,True,44710.16,True,False,,31.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2025-12-01,638.0,12,12.0,-11.0,False,0.0,True,False,,32.0,Healthcare,North West,Medium,135,379610.27
SME_0006,2026-01-01,644.0,11,13.0,-6.0,False,0.0,True,False,,33.0,Healthcare,North West,Medium,135,379610.27
SME_0007,2024-08-01,663.0,8,,,False,0.0,True,False,,2.0,Technology,North West,Low,197,529718.53
SME_0007,2024-09-01,656.0,17,8.0,,False,0.0,True,False,,3.0,Technology,North West,Low,197,529718.53
SME_0007,2024-10-01,692.0,15,12.5,,False,0.0,True,False,,4.0,Technology,North West,Low,197,529718.53
SME_0007,2024-11-01,691.0,10,13.333333333333334,28.0,False,0.0,True,False,,5.0,Technology,North West,Low,197,529718.53
SME_0007,2024-12-01,696.0,15,14.0,40.0,False,0.0,True,False,,6.0,Technology,North West,Low,197,529718.53
SME_0007,2025-01-01,680.0,11,13.333333333333334,-12.0,False,0.0,True,False,,7.0,Technology,North West,Low,197,529718.53
SME_0007,2025-02-01,688.0,22,12.0,-3.0,False,0.0,True,False,,8.0,Technology,North West,Low,197,529718.53
SME_0007,2025-03-01,695.0,14,16.0,-1.0,False,0.0,True,False,,9.0,Technology,North West,Low,197,529718.53
SME_0007,2025-04-01,686.0,12,15.666666666666666,6.0,False,0.0,True,False,,10.0,Technology,North West,Low,197,529718.53
SME_0007,2025-05-01,665.0,17,16.0,-23.0,False,0.0,True,False,,11.0,Technology,North West,Low,197,529718.53
SME_0007,2025-06-01,670.0,11,14.333333333333334,-25.0,False,0.0,True,False,,12.0,Technology,North West,Low,197,529718.53
SME_0007,2025-07-01,666.0,16,13.333333333333334,-20.0,False,0.0,True,False,,13.0,Technology,North West,Low,197,529718.53
SME_0007,2025-08-01,687.0,13,14.666666666666666,22.0,False,0.0,True,False,,14.0,Technology,North West,Low,197,529718.53
SME_0007,2025-09-01,682.0,15,13.333333333333334,12.0,False,0.0,True,False,,15.0,Technology,North West,Low,197,529718.53
SME_0007,2025-10-01,705.0,20,14.666666666666666,39.0,False,0.0,True,False,,16.0,Technology,North West,Low,197,529718.53
SME_0007,2025-11-01,714.0,10,16.0,27.0,False,0.0,True,False,,17.0,Technology,North West,Low,197,529718.53
SME_0007,2025-12-01,696.0,10,15.0,14.0,False,0.0,True,False,,18.0,Technology,North West,Low,197,529718.53
SME_0007,2026-01-01,711.0,12,13.333333333333334,6.0,False,0.0,True,False,,19.0,Technology,North West,Low,197,529718.53
SME_0008,2024-08-01,593.0,4,,,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2024-09-01,591.0,14,4.0,,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2024-10-01,603.0,11,9.0,,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2024-11-01,598.0,8,9.666666666666666,5.0,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2024-12-01,602.0,10,11.0,11.0,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2025-01-01,602.0,13,9.666666666666666,-1.0,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2025-02-01,591.0,6,10.333333333333334,-7.0,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2025-03-01,594.0,13,9.666666666666666,-8.0,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2025-04-01,595.0,14,10.666666666666666,-7.0,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2025-05-01,589.0,10,11.0,-2.0,True,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2025-06-01,595.0,8,12.333333333333334,1.0,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2025-07-01,602.0,4,10.666666666666666,7.0,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2025-08-01,607.0,14,7.333333333333333,18.0,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2025-09-01,603.0,9,8.666666666666666,8.0,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2025-10-01,592.0,13,9.0,-10.0,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2025-11-01,594.0,15,12.0,-13.0,True,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2025-12-01,589.0,14,12.333333333333334,-14.0,True,32832.08,True,False,,,Technology,North West,Medium,169,176490.76
SME_0008,2026-01-01,569.0,11,14.0,-23.0,False,0.0,True,False,,,Technology,North West,Medium,169,176490.76
SME_0009,2024-08-01,608.0,16,,,True,52308.23,True,False,,32.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2024-09-01,580.0,12,16.0,,False,0.0,True,False,,34.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2024-10-01,592.0,8,14.0,,False,0.0,True,False,,34.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2024-11-01,608.0,6,12.0,0.0,False,0.0,True,False,,36.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2024-12-01,618.0,7,8.666666666666666,38.0,False,0.0,True,False,,36.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2025-01-01,615.0,15,7.0,23.0,True,0.0,True,False,,38.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2025-02-01,602.0,14,9.333333333333334,-6.0,True,55918.7,True,False,,39.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2025-03-01,607.0,11,12.0,-11.0,False,0.0,True,False,,39.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2025-04-01,587.0,14,13.333333333333334,-28.0,True,36246.52,True,False,,40.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2025-05-01,604.0,19,13.0,2.0,False,0.0,True,False,,41.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2025-06-01,609.0,14,14.666666666666666,2.0,False,0.0,True,False,,42.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2025-07-01,622.0,8,15.666666666666666,35.0,False,0.0,True,False,,43.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2025-08-01,612.0,13,13.666666666666666,8.0,False,0.0,True,False,,44.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2025-09-01,612.0,16,11.666666666666666,3.0,False,0.0,True,False,,45.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2025-10-01,637.0,12,12.333333333333334,15.0,True,39694.49,True,False,,46.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2025-11-01,637.0,10,13.666666666666666,25.0,False,0.0,True,False,,48.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2025-12-01,610.0,9,12.666666666666666,-2.0,True,0.0,True,False,,48.0,Retail,Scotland,Medium,117,351431.12
SME_0009,2026-01-01,606.0,12,10.333333333333334,-31.0,False,0.0,True,False,,50.0,Retail,Scotland,Medium,117,351431.12
SME_0010,2024-08-01,625.0,11,,,False,0.0,True,False,,13.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2024-09-01,666.0,5,11.0,,False,0.0,True,False,,14.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2024-10-01,666.0,18,8.0,,False,0.0,True,False,,15.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2024-11-01,649.0,11,11.333333333333334,24.0,True,7073.06,True,False,,16.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2024-12-01,655.0,7,11.333333333333334,-11.0,False,0.0,True,False,,17.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2025-01-01,639.0,19,12.0,-27.0,False,0.0,True,False,,18.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2025-02-01,644.0,8,12.333333333333334,-5.0,False,0.0,True,False,,19.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2025-03-01,649.0,10,11.333333333333334,-6.0,False,0.0,True,False,,20.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2025-04-01,642.0,14,12.333333333333334,3.0,False,0.0,True,False,,21.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2025-05-01,635.0,11,10.666666666666666,-9.0,True,15661.9,True,False,,22.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2025-06-01,640.0,14,11.666666666666666,-9.0,False,0.0,True,False,,23.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2025-07-01,636.0,10,13.0,-6.0,False,0.0,True,False,,24.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2025-08-01,645.0,10,11.666666666666666,10.0,False,0.0,True,False,,25.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2025-09-01,635.0,15,11.333333333333334,-5.0,False,0.0,True,False,,26.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2025-10-01,625.0,8,11.666666666666666,-11.0,False,0.0,True,False,,27.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2025-11-01,618.0,14,11.0,-27.0,False,0.0,True,False,,28.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2025-12-01,612.0,18,12.333333333333334,-23.0,False,0.0,True,False,,29.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0010,2026-01-01,640.0,8,13.333333333333334,15.0,False,0.0,True,False,,30.0,Manufacturing,Unknown,Medium,9,566393.44
SME_0011,2024-08-01,635.0,10,,,False,0.0,True,False,,26.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2024-09-01,674.0,13,10.0,,True,20778.3,True,False,,27.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2024-10-01,665.0,16,11.5,,False,0.0,True,False,,28.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2024-11-01,649.0,16,13.0,14.0,False,0.0,True,False,,29.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2024-12-01,651.0,18,15.0,-23.0,False,0.0,True,False,,30.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2025-01-01,646.0,13,16.666666666666668,-19.0,False,0.0,True,False,,31.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2025-02-01,651.0,14,15.666666666666666,2.0,False,0.0,True,False,,32.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2025-03-01,634.0,12,15.0,-17.0,False,0.0,True,False,,33.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2025-04-01,641.0,8,13.0,-5.0,False,0.0,True,False,,34.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2025-05-01,654.0,18,11.333333333333334,3.0,False,0.0,True,False,,35.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2025-06-01,635.0,14,12.666666666666666,1.0,False,0.0,True,False,,36.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2025-07-01,611.0,12,13.333333333333334,-30.0,False,0.0,True,False,,37.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2025-08-01,640.0,10,14.666666666666666,-14.0,True,39590.77,True,False,,38.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2025-09-01,650.0,10,12.0,15.0,False,0.0,True,False,,39.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2025-10-01,636.0,15,10.666666666666666,25.0,False,0.0,True,False,,40.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2025-11-01,623.0,8,11.666666666666666,-17.0,False,0.0,True,False,,41.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2025-12-01,626.0,10,11.0,-24.0,False,0.0,True,False,,42.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0011,2026-01-01,610.0,7,11.0,-26.0,False,0.0,True,False,,43.0,Manufacturing,Scotland,Medium,197,609112.2
SME_0012,2024-08-01,632.0,9,,,False,0.0,True,False,,26.0,Healthcare,London,Low,90,1249716.14
SME_0012,2024-09-01,637.0,12,9.0,,False,0.0,True,False,,27.0,Healthcare,London,Low,90,1249716.14
SME_0012,2024-10-01,625.0,12,10.5,,False,0.0,True,False,,28.0,Healthcare,London,Low,90,1249716.14
SME_0012,2024-11-01,625.0,12,11.0,-7.0,True,0.0,True,False,,29.0,Healthcare,London,Low,90,1249716.14
SME_0012,2024-12-01,629.0,10,12.0,-8.0,True,0.0,True,False,,30.0,Healthcare,London,Low,90,1249716.14
SME_0012,2025-01-01,618.0,9,11.333333333333334,-7.0,False,0.0,True,False,,31.0,Healthcare,London,Low,90,1249716.14
SME_0012,2025-02-01,626.0,9,10.333333333333334,1.0,False,0.0,True,False,,32.0,Healthcare,London,Low,90,1249716.14
SME_0012,2025-03-01,633.0,9,9.333333333333334,4.0,False,0.0,True,False,,33.0,Healthcare,London,Low,90,1249716.14
SME_0012,2025-04-01,638.0,15,9.0,20.0,False,0.0,True,False,,34.0,Healthcare,London,Low,90,1249716.14
SME_0012,2025-05-01,644.0,17,11.0,18.0,False,0.0,True,False,,35.0,Healthcare,London,Low,90,1249716.14
SME_0012,2025-06-01,647.0,16,13.666666666666666,14.0,False,0.0,True,False,,36.0,Healthcare,London,Low,90,1249716.14
SME_0012,2025-07-01,652.0,15,16.0,14.0,False,0.0,True,False,,37.0,Healthcare,London,Low,90,1249716.14
SME_0012,2025-08-01,650.0,9,16.0,6.0,False,0.0,True,False,,38.0,Healthcare,London,Low,90,1249716.14
SME_0012,2025-09-01,644.0,8,13.333333333333334,-3.0,False,0.0,True,False,,39.0,Healthcare,London,Low,90,1249716.14
SME_0012,2025-10-01,638.0,14,10.666666666666666,-14.0,False,0.0,True,False,,40.0,Healthcare,London,Low,90,1249716.14
SME_0012,2025-11-01,647.0,10,10.333333333333334,-3.0,False,0.0,True,False,,41.0,Healthcare,London,Low,90,1249716.14
SME_0012,2025-12-01,643.0,7,10.666666666666666,-1.0,False,0.0,True,False,,42.0,Healthcare,London,Low,90,1249716.14
SME_0012,2026-01-01,653.0,19,10.333333333333334,15.0,False,0.0,True,False,,43.0,Healthcare,London,Low,90,1249716.14
SME_0013,2024-08-01,660.0,8,,,False,0.0,True,False,,12.0,Services,London,Medium,58,996663.01
SME_0013,2024-09-01,669.0,10,8.0,,False,0.0,True,False,,13.0,Services,London,Medium,58,996663.01
