business_id,month,credit_score,engagement_events,funding_applied,funding_granted_gbp,is_active
SME_0015,2025-09-01,670,21,False,0.0,True
SME_0015,2025-10-01,669,13,False,0.0,True
SME_0015,2025-11-01,678,8,False,0.0,True
SME_0015,2025-12-01,680,12,False,0.0,True
SME_0015,2026-01-01,681,14,False,0.0,True
SME_0016,2024-08-01,466,6,False,0.0,True
SME_0016,2024-09-01,468,4,False,0.0,True
SME_0016,2024-10-01,456,6,False,0.0,True
SME_0016,2024-11-01,438,4,False,0.0,True
SME_0016,2024-12-01,440,8,False,0.0,True
SME_0016,2025-01-01,455,4,False,0.0,True
SME_0016,2025-02-01,451,3,False,0.0,True
SME_0016,2025-03-01,459,5,False,0.0,True
SME_0016,2025-04-01,456,5,False,0.0,True
SME_0016,2025-05-01,433,3,False,0.0,True
SME_0016,2025-06-01,423,0,False,0.0,True
SME_0016,2025-07-01,439,1,False,0.0,True
SME_0016,2025-08-01,440,4,False,0.0,True
SME_0016,2025-09-01,440,2,False,0.0,True
SME_0016,2025-10-01,444,2,True,0.0,True
SME_0016,2025-11-01,430,2,False,0.0,True
SME_0016,2025-12-01,441,3,True,0.0,True
SME_0016,2026-01-01,446,3,False,0.0,True
SME_0017,2024-08-01,615,14,True,0.0,True
SME_0017,2024-09-01,617,10,False,0.0,True
SME_0017,2024-10-01,595,9,False,0.0,True
SME_0017,2024-11-01,597,5,False,0.0,True
SME_0017,2024-12-01,618,10,False,0.0,True
SME_0017,2025-01-01,603,11,False,0.0,True
SME_0017,2025-02-01,595,10,False,0.0,True
SME_0017,2025-03-01,588,11,False,0.0,True
SME_0017,2025-04-01,593,7,False,0.0,True
SME_0017,2025-05-01,593,7,False,0.0,True
SME_0017,2025-06-01,587,7,True,37341.85,True
SME_0017,2025-07-01,578,13,True,15532.04,True
SME_0017,2025-08-01,578,0,False,0.0,False
SME_0017,2025-09-01,578,0,False,0.0,False
SME_0017,2025-10-01,578,0,False,0.0,False
SME_0017,2025-11-01,578,0,False,0.0,False
SME_0017,2025-12-01,578,0,False,0.0,False
SME_0017,2026-01-01,578,0,False,0.0,False
SME_0018,2024-08-01,455,3,False,0.0,True
SME_0018,2024-09-01,466,4,False,0.0,True
SME_0018,2024-10-01,458,7,False,0.0,True
SME_0018,2024-11-01,469,3,True,0.0,True
SME_0018,2024-12-01,457,6,True,0.0,True
SME_0018,2025-01-01,486,2,False,0.0,True
SME_0018,2025-02-01,481,0,False,0.0,True
SME_0018,2025-03-01,489,6,True,0.0,True
SME_0018,2025-04-01,483,3,False,0.0,True
SME_0018,2025-05-01,474,3,False,0.0,True
SME_0018,2025-06-01,473,5,False,0.0,True
SME_0018,2025-07-01,470,2,False,0.0,True
SME_0018,2025-08-01,488,8,False,0.0,True
SME_0018,2025-09-01,477,3,False,0.0,True
SME_0018,2025-10-01,467,6,False,0.0,True
SME_0018,2025-11-01,464,3,False,0.0,True
SME_0018,2025-12-01,464,3,False,0.0,True
SME_0018,2026-01-01,473,3,False,0.0,True
SME_0019,2024-08-01,541,4,False,0.0,True
SME_0019,2024-09-01,533,9,False,0.0,True
SME_0019,2024-10-01,526,5,True,0.0,True
SME_0019,2024-11-01,542,13,True,0.0,True
SME_0019,2024-12-01,550,6,False,0.0,True
SME_0019,2025-01-01,535,7,False,0.0,True
SME_0019,2025-02-01,540,9,False,0.0,True
SME_0019,2025-03-01,545,6,False,0.0,True
SME_0019,2025-04-01,553,6,False,0.0,True
SME_0019,2025-05-01,577,3,False,0.0,True
SME_0019,2025-06-01,560,8,False,0.0,True
SME_0019,2025-07-01,561,6,False,0.0,True
SME_0019,2025-08-01,547,1,False,0.0,True
SME_0019,2025-09-01,534,5,False,0.0,True
SME_0019,2025-10-01,542,4,False,0.0,True
SME_0019,2025-11-01,539,4,False,0.0,True
SME_0019,2025-12-01,548,2,False,0.0,True
SME_0019,2026-01-01,544,7,False,0.0,True
SME_0020,2024-08-01,694,25,True,18390.84,True
SME_0020,2024-09-01,696,9,False,0.0,True
SME_0020,2024-10-01,714,10,False,0.0,True
SME_0020,2024-11-01,727,9,False,0.0,True
SME_0020,2024-12-01,737,10,False,0.0,True
SME_0020,2025-01-01,712,16,False,0.0,True
SME_0020,2025-02-01,725,13,False,0.0,True
SME_0020,2025-03-01,706,17,False,0.0,True
SME_0020,2025-04-01,705,24,False,0.0,True
SME_0020,2025-05-01,699,16,False,0.0,True
SME_0020,2025-06-01,685,13,False,0.0,True
SME_0020,2025-07-01,696,12,True,0.0,True
SME_0020,2025-08-01,679,11,True,68068.93,True
SME_0020,2025-09-01,688,14,False,0.0,True
SME_0020,2025-10-01,704,16,False,0.0,True
SME_0020,2025-11-01,706,12,False,0.0,True
SME_0020,2025-12-01,697,12,False,0.0,True
SME_0020,2026-01-01,708,15,False,0.0,True
SME_0021,2024-08-01,690,14,False,0.0,True
SME_0021,2024-09-01,699,21,False,0.0,True
SME_0021,2024-10-01,706,16,False,0.0,True
SME_0021,2024-11-01,719,18,False,0.0,True
SME_0021,2024-12-01,736,14,False,0.0,True
SME_0021,2025-01-01,722,13,False,0.0,True
SME_0021,2025-02-01,715,18,True,37215.45,True
SME_0021,2025-03-01,710,8,False,0.0,True
SME_0021,2025-04-01,701,14,False,0.0,True
SME_0021,2025-05-01,685,8,False,0.0,True
SME_0021,2025-06-01,708,16,False,0.0,True
SME_0021,2025-07-01,700,19,False,0.0,True
SME_0021,2025-08-01,706,15,True,25289.57,True
SME_0021,2025-09-01,712,19,False,0.0,True
SME_0021,2025-10-01,699,15,True,61422.85,True
SME_0021,2025-11-01,723,14,False,0.0,True
SME_0021,2025-12-01,721,8,False,0.0,True
SME_0021,2026-01-01,724,9,False,0.0,True
SME_0022,2024-08-01,563,6,False,0.0,True
SME_0022,2024-09-01,565,10,False,0.0,True
SME_0022,2024-10-01,583,4,False,0.0,True
SME_0022,2024-11-01,568,14,False,0.0,True
SME_0022,2024-12-01,569,7,False,0.0,True
SME_0022,2025-01-01,568,5,True,0.0,True
SME_0022,2025-02-01,579,10,True,0.0,True
SME_0022,2025-03-01,554,13,True,0.0,True
SME_0022,2025-04-01,558,11,False,0.0,True
SME_0022,2025-05-01,555,11,False,0.0,True
SME_0022,2025-06-01,545,8,False,0.0,True
SME_0022,2025-07-01,561,8,True,0.0,True
SME_0022,2025-08-01,544,2,False,0.0,True
SME_0022,2025-09-01,548,5,False,0.0,True
SME_0022,2025-10-01,535,5,False,0.0,True
SME_0022,2025-11-01,517,5,False,0.0,True
SME_0022,2025-12-01,506,2,False,0.0,True
SME_0022,2026-01-01,529,5,False,0.0,True
SME_0023,2024-08-01,604,8,True,0.0,True
SME_0023,2024-09-01,627,9,False,0.0,True
SME_0023,2024-10-01,624,8,False,0.0,True
SME_0023,2024-11-01,611,9,False,0.0,True
SME_0023,2024-12-01,591,7,False,0.0,True
SME_0023,2025-01-01,582,3,False,0.0,True
SME_0023,2025-02-01,609,9,False,0.0,True
SME_0023,2025-03-01,594,8,False,0.0,True
SME_0023,2025-04-01,597,12,True,0.0,True
SME_0023,2025-05-01,607,6,True,46645.75,True
SME_0023,2025-06-01,614,9,False,0.0,True
SME_0023,2025-07-01,629,7,False,0.0,True
SME_0023,2025-08-01,612,5,False,0.0,True
SME_0023,2025-09-01,624,1,False,0.0,True
SME_0023,2025-10-01,618,8,False,0.0,True
SME_0023,2025-11-01,620,1,False,0.0,True
SME_0023,2025-12-01,608,5,False,0.0,True
SME_0023,2026-01-01,582,5,False,0.0,True
SME_0024,2024-08-01,497,5,False,0.0,True
SME_0024,2024-09-01,507,8,False,0.0,True
SME_0024,2024-10-01,506,6,True,0.0,True
SME_0024,2024-11-01,498,3,True,0.0,True
SME_0024,2024-12-01,504,6,False,0.0,True
SME_0024,2025-01-01,485,5,False,0.0,True
SME_0024,2025-02-01,451,5,False,0.0,True
SME_0024,2025-03-01,458,9,False,0.0,True
SME_0024,2025-04-01,470,7,True,0.0,True
SME_0024,2025-05-01,480,7,False,0.0,True
SME_0024,2025-06-01,492,6,False,0.0,True
SME_0024,2025-07-01,486,3,False,0.0,True
SME_0024,2025-08-01,494,4,False,0.0,True
SME_0024,2025-09-01,478,3,False,0.0,True
SME_0024,2025-10-01,505,6,False,0.0,True
SME_0024,2025-11-01,525,3,False,0.0,True
SME_0024,2025-12-01,533,7,False,0.0,True
SME_0024,2026-01-01,524,2,False,0.0,True
SME_0025,2024-08-01,572,6,False,0.0,True
SME_0025,2024-09-01,587,6,True,0.0,True
SME_0025,2024-10-01,585,16,False,0.0,True
SME_0025,2024-11-01,601,12,False,0.0,True
SME_0025,2024-12-01,594,11,False,0.0,True
SME_0025,2025-01-01,584,15,False,0.0,True
SME_0025,2025-02-01,582,13,False,0.0,True
SME_0025,2025-03-01,595,11,False,0.0,True
SME_0025,2025-04-01,590,9,True,0.0,True
SME_0025,2025-05-01,587,5,False,0.0,True
SME_0025,2025-06-01,606,9,False,0.0,True
SME_0025,2025-07-01,604,7,False,0.0,True
SME_0025,2025-08-01,600,14,True,0.0,True
SME_0025,2025-09-01,587,14,False,0.0,True
SME_0025,2025-10-01,613,10,False,0.0,True
SME_0025,2025-11-01,598,11,True,0.0,True
SME_0025,2025-12-01,577,10,False,0.0,True
SME_0025,2026-01-01,587,9,False,0.0,True
SME_0026,2024-08-01,789,9,False,0.0,True
SME_0026,2024-09-01,771,12,False,0.0,True
SME_0026,2024-10-01,770,17,False,0.0,True
SME_0026,2024-11-01,757,17,False,0.0,True
SME_0026,2024-12-01,774,21,True,72684.31,True
SME_0026,2025-01-01,771,13,False,0.0,True
SME_0026,2025-02-01,756,16,False,0.0,True
SME_0026,2025-03-01,739,22,False,0.0,True
SME_0026,2025-04-01,727,15,False,0.0,True
SME_0026,2025-05-01,719,26,False,0.0,True
SME_0026,2025-06-01,723,16,True,0.0,True
SME_0026,2025-07-01,730,13,False,0.0,True
SME_0026,2025-08-01,748,13,False,0.0,True
SME_0026,2025-09-01,767,13,False,0.0,True
SME_0026,2025-10-01,775,13,True,26730.82,True
SME_0026,2025-11-01,792,15,False,0.0,True
SME_0026,2025-12-01,782,13,False,0.0,True
SME_0026,2026-01-01,781,18,True,59085.23,True
SME_0027,2024-08-01,644,14,False,0.0,True
SME_0027,2024-09-01,678,15,False,0.0,True
SME_0027,2024-10-01,677,17,False,0.0,True
SME_0027,2024-11-01,674,7,True,0.0,True
SME_0027,2024-12-01,668,13,False,0.0,True
SME_0027,2025-01-01,658,16,False,0.0,True
SME_0027,2025-02-01,660,17,False,0.0,True
SME_0027,2025-03-01,687,11,False,0.0,True
SME_0027,2025-04-01,676,8,False,0.0,True
SME_0027,2025-05-01,666,14,False,0.0,True
SME_0027,2025-06-01,670,18,False,0.0,True
SME_0027,2025-07-01,676,12,False,0.0,True
SME_0027,2025-08-01,670,13,False,0.0,True
SME_0027,2025-09-01,686,12,True,45047.78,True
SME_0027,2025-10-01,690,17,False,0.0,True
SME_0027,2025-11-01,706,15,False,0.0,True
SME_0027,2025-12-01,696,11,True,31050.8,True
SME_0027,2026-01-01,689,16,False,0.0,True
SME_0028,2024-08-01,496,4,False,0.0,True
SME_0028,2024-09-01,514,3,False,0.0,True
SME_0028,2024-10-01,494,5,False,0.0,True
SME_0028,2024-11-01,493,6,False,0.0,True
SME_0028,2024-12-01,490,10,False,0.0,True
SME_0028,2025-01-01,487,5,False,0.0,True
SME_0028,2025-02-01,505,10,False,0.0,True
SME_0028,2025-03-01,503,10,False,0.0,True
SME_0028,2025-04-01,505,5,False,0.0,True
SME_0028,2025-05-01,512,4,False,0.0,True
SME_0028,2025-06-01,481,4,False,0.0,True
SME_0028,2025-07-01,484,6,False,0.0,True
SME_0028,2025-08-01,511,6,False,0.0,True
SME_0028,2025-09-01,534,4,False,0.0,True
SME_0028,2025-10-01,526,6,False,0.0,True
SME_0028,2025-11-01,520,2,False,0.0,True
SME_0028,2025-12-01,511,8,False,0.0,True
SME_0028,2026-01-01,484,2,False,0.0,True
SME_0029,2024-08-01,631,13,False,0.0,True
SME_0029,2024-09-01,636,13,False,0.0,True
SME_0029,2024-10-01,620,13,False,0.0,True
SME_0029,2024-11-01,636,9,False,0.0,True
SME_0029,2024-12-01,632,14,False,0.0,True
SME_0029,2025-01-01,636,8,False,0.0,True
SME_0029,2025-02-01,629,11,False,0.0,True
SME_0029,2025-03-01,609,11,False,0.0,True
SME_0029,2025-04-01,595,13,False,0.0,True
SME_0029,2025-05-01,616,6,False,0.0,True
SME_0029,2025-06-01,611,11,False,0.0,True
SME_0029,2025-07-01,603,12,True,0.0,True
SME_0029,2025-08-01,598,12,False,0.0,True
SME_0029,2025-09-01,618,18,True,0.0,True
SME_0029,2025-10-01,612,20,False,0.0,True
SME_0029,2025-11-01,612,12,True,12662.73,True
SME_0029,2025-12-01,604,11,False,0.0,True
SME_0029,2026-01-01,609,12,False,0.0,True
SME_0030,2024-08-01,558,1,False,0.0,True
SME_0030,2024-09-01,550,6,True,0.0,True
SME_0030,2024-10-01,518,9,False,0.0,True
SME_0030,2024-11-01,542,8,True,0.0,True
SME_0030,2024-12-01,556,8,False,0.0,True
SME_0030,2025-01-01,552,3,False,0.0,True
SME_0030,2025-02-01,551,11,False,0.0,True
SME_0030,2025-03-01,541,9,False,0.0,True
SME_0030,2025-04-01,532,6,False,0.0,True
SME_0030,2025-05-01,523,2,False,0.0,True
SME_0030,2025-06-01,536,10,False,0.0,True
SME_0030,2025-07-01,552,9,False,0.0,True
SME_0030,2025-08-01,543,4,False,0.0,True
SME_0030,2025-09-01,561,14,True,0.0,True
SME_0030,2025-10-01,563,6,False,0.0,True
SME_0030,2025-11-01,574,2,False,0.0,True
SME_0030,2025-12-01,559,5,False,0.0,True
SME_0030,2026-01-01,540,6,False,0.0,True
SME_0031,2024-08-01,633,13,False,0.0,True
SME_0031,2024-09-01,611,12,False,0.0,True
SME_0031,2024-10-01,617,7,False,0.0,True
SME_0031,2024-11-01,611,12,False,0.0,True
SME_0031,2024-12-01,624,13,False,0.0,True
SME_0031,2025-01-01,646,11,False,0.0,True
SME_0031,2025-02-01,644,9,False,0.0,True
SME_0031,2025-03-01,662,7,False,0.0,True
SME_0031,2025-04-01,672,12,False,0.0,True
SME_0031,2025-05-01,660,15,False,0.0,True
SME_0031,2025-06-01,648,11,False,0.0,True
SME_0031,2025-07-01,638,10,False,0.0,True
SME_0031,2025-08-01,632,14,True,0.0,True
SME_0031,2025-09-01,639,9,False,0.0,True
SME_0031,2025-10-01,649,13,False,0.0,True
