business_id,month,credit_score,funding_granted (£),product_used,months_on_platform,sector,region,default_risk_category,created_at,is_churned,engagement_count
SME_0003,2024-11-01,765,0.0,True,27,Retail,South East,Low,2022-08-05,False,103
SME_0003,2024-12-01,781,0.0,True,28,Retail,South East,Low,2022-08-05,False,103
SME_0003,2025-01-01,779,0.0,True,29,Retail,South East,Low,2022-08-05,False,103
SME_0003,2025-02-01,771,0.0,False,30,Retail,South East,Low,2022-08-05,False,103
SME_0003,2025-03-01,793,0.0,True,31,Retail,South East,Low,2022-08-05,False,103
SME_0003,2025-04-01,810,23655.97,True,32,Retail,South East,Low,2022-08-05,False,103
SME_0003,2025-05-01,798,29365.37,True,33,Retail,South East,Low,2022-08-05,False,103
SME_0003,2025-06-01,810,0.0,True,34,Retail,South East,Low,2022-08-05,False,103
SME_0003,2025-07-01,787,0.0,True,35,Retail,South East,Low,2022-08-05,False,103
SME_0004,2024-08-01,534,0.0,True,2,Technology,London,Low,2024-06-03,False,105
SME_0004,2024-09-01,530,0.0,True,3,Technology,London,Low,2024-06-03,False,105
SME_0004,2024-10-01,505,0.0,True,4,Technology,London,Low,2024-06-03,False,105
SME_0004,2024-11-01,487,0.0,True,5,Technology,London,Low,2024-06-03,False,105
SME_0004,2024-12-01,474,0.0,False,6,Technology,London,Low,2024-06-03,False,105
SME_0004,2025-01-01,470,14030.91,False,7,Technology,London,Low,2024-06-03,False,105
SME_0004,2025-02-01,478,0.0,True,8,Technology,London,Low,2024-06-03,False,105
SME_0004,2025-03-01,467,0.0,True,9,Technology,London,Low,2024-06-03,False,105
SME_0004,2025-04-01,440,7870.96,False,10,Technology,London,Low,2024-06-03,False,105
SME_0004,2025-05-01,468,0.0,True,11,Technology,London,Low,2024-06-03,False,105
SME_0004,2025-06-01,442,0.0,False,12,Technology,London,Low,2024-06-03,False,105
SME_0004,2025-07-01,468,0.0,True,13,Technology,London,Low,2024-06-03,False,105
SME_0005,2024-08-01,300,14103.83,False,0,Manufacturing,Midlands,Low,2025-06-21,False,109
SME_0005,2024-09-01,300,14529.57,True,0,Manufacturing,Midlands,Low,2025-06-21,False,109
SME_0005,2024-10-01,330,0.0,True,0,Manufacturing,Midlands,Low,2025-06-21,False,109
SME_0005,2024-11-01,304,0.0,True,0,Manufacturing,Midlands,Low,2025-06-21,False,109
SME_0005,2024-12-01,320,0.0,True,0,Manufacturing,Midlands,Low,2025-06-21,False,109
SME_0005,2025-01-01,302,0.0,True,0,Manufacturing,Midlands,Low,2025-06-21,False,109
SME_0005,2025-02-01,319,0.0,True,0,Manufacturing,Midlands,Low,2025-06-21,False,109
SME_0005,2025-03-01,300,20154.39,False,0,Manufacturing,Midlands,Low,2025-06-21,False,109
SME_0005,2025-04-01,312,20434.08,True,0,Manufacturing,Midlands,Low,2025-06-21,False,109
SME_0005,2025-05-01,320,0.0,True,0,Manufacturing,Midlands,Low,2025-06-21,False,109
SME_0005,2025-06-01,300,0.0,True,0,Manufacturing,Midlands,Low,2025-06-21,False,109
SME_0005,2025-07-01,300,5534.82,True,1,Manufacturing,Midlands,Low,2025-06-21,False,109
SME_0006,2024-08-01,353,0.0,False,23,Retail,South East,Low,2022-09-27,False,83
SME_0006,2024-09-01,369,0.0,False,24,Retail,South East,Low,2022-09-27,False,83
SME_0006,2024-10-01,386,0.0,True,25,Retail,South East,Low,2022-09-27,False,83
SME_0006,2024-11-01,404,0.0,False,26,Retail,South East,Low,2022-09-27,False,83
SME_0006,2024-12-01,399,0.0,False,27,Retail,South East,Low,2022-09-27,False,83
SME_0006,2025-01-01,424,0.0,True,28,Retail,South East,Low,2022-09-27,False,83
SME_0006,2025-02-01,411,11123.05,True,29,Retail,South East,Low,2022-09-27,False,83
SME_0006,2025-03-01,417,0.0,True,30,Retail,South East,Low,2022-09-27,False,83
SME_0006,2025-04-01,445,0.0,True,31,Retail,South East,Low,2022-09-27,False,83
SME_0006,2025-05-01,446,0.0,True,32,Retail,South East,Low,2022-09-27,False,83
SME_0006,2025-06-01,442,0.0,True,33,Retail,South East,Low,2022-09-27,False,83
SME_0006,2025-07-01,468,0.0,False,34,Retail,South East,Low,2022-09-27,False,83
SME_0007,2024-08-01,769,0.0,True,14,Healthcare,North West,Low,2023-06-01,False,98
SME_0007,2024-09-01,765,0.0,True,15,Healthcare,North West,Low,2023-06-01,False,98
SME_0007,2024-10-01,765,0.0,True,16,Healthcare,North West,Low,2023-06-01,False,98
SME_0007,2024-11-01,749,0.0,True,17,Healthcare,North West,Low,2023-06-01,False,98
SME_0007,2024-12-01,750,14242.11,True,18,Healthcare,North West,Low,2023-06-01,False,98
SME_0007,2025-01-01,763,0.0,True,19,Healthcare,North West,Low,2023-06-01,False,98
SME_0007,2025-02-01,764,0.0,True,20,Healthcare,North West,Low,2023-06-01,False,98
SME_0007,2025-03-01,757,0.0,False,21,Healthcare,North West,Low,2023-06-01,False,98
SME_0007,2025-04-01,753,0.0,True,22,Healthcare,North West,Low,2023-06-01,False,98
SME_0007,2025-05-01,749,0.0,True,23,Healthcare,North West,Low,2023-06-01,False,98
SME_0007,2025-06-01,741,0.0,True,24,Healthcare,North West,Low,2023-06-01,False,98
SME_0007,2025-07-01,744,0.0,False,25,Healthcare,North West,Low,2023-06-01,False,98
SME_0008,2024-08-01,629,0.0,False,20,Healthcare,Scotland,Medium,2022-12-11,False,85
SME_0008,2024-09-01,620,28359.9,False,21,Healthcare,Scotland,Medium,2022-12-11,False,85
SME_0008,2024-10-01,639,0.0,True,22,Healthcare,Scotland,Medium,2022-12-11,False,85
SME_0008,2024-11-01,613,0.0,False,23,Healthcare,Scotland,Medium,2022-12-11,False,85
SME_0008,2024-12-01,594,0.0,True,24,Healthcare,Scotland,Medium,2022-12-11,False,85
SME_0008,2025-01-01,591,269.31,True,25,Healthcare,Scotland,Medium,2022-12-11,False,85
SME_0008,2025-02-01,602,0.0,True,26,Healthcare,Scotland,Medium,2022-12-11,False,85
SME_0008,2025-03-01,587,0.0,True,27,Healthcare,Scotland,Medium,2022-12-11,False,85
SME_0008,2025-04-01,606,0.0,False,28,Healthcare,Scotland,Medium,2022-12-11,False,85
SME_0008,2025-05-01,599,5335.64,True,29,Healthcare,Scotland,Medium,2022-12-11,False,85
SME_0008,2025-06-01,617,15432.15,True,30,Healthcare,Scotland,Medium,2022-12-11,False,85
SME_0008,2025-07-01,644,11319.38,False,31,Healthcare,Scotland,Medium,2022-12-11,False,85
SME_0009,2024-08-01,367,0.0,False,23,Retail,Midlands,Medium,2022-09-16,False,110
SME_0009,2024-09-01,384,0.0,False,24,Retail,Midlands,Medium,2022-09-16,False,110
SME_0009,2024-10-01,361,0.0,False,25,Retail,Midlands,Medium,2022-09-16,False,110
SME_0009,2024-11-01,388,0.0,False,26,Retail,Midlands,Medium,2022-09-16,False,110
SME_0009,2024-12-01,397,26707.42,True,27,Retail,Midlands,Medium,2022-09-16,False,110
SME_0009,2025-01-01,379,13495.64,True,28,Retail,Midlands,Medium,2022-09-16,False,110
SME_0009,2025-02-01,387,0.0,True,29,Retail,Midlands,Medium,2022-09-16,False,110
SME_0009,2025-03-01,377,0.0,True,30,Retail,Midlands,Medium,2022-09-16,False,110
SME_0009,2025-04-01,366,0.0,False,31,Retail,Midlands,Medium,2022-09-16,False,110
SME_0009,2025-05-01,351,0.0,True,32,Retail,Midlands,Medium,2022-09-16,False,110
SME_0009,2025-06-01,381,0.0,True,33,Retail,Midlands,Medium,2022-09-16,False,110
SME_0009,2025-07-01,356,0.0,True,34,Retail,Midlands,Medium,2022-09-16,False,110
SME_0010,2024-08-01,737,13070.15,True,6,Services,Scotland,Low,2024-02-04,False,105
SME_0010,2024-09-01,748,0.0,True,7,Services,Scotland,Low,2024-02-04,False,105
SME_0010,2024-10-01,772,0.0,True,8,Services,Scotland,Low,2024-02-04,False,105
SME_0010,2024-11-01,770,0.0,True,9,Services,Scotland,Low,2024-02-04,False,105
SME_0010,2024-12-01,769,0.0,False,10,Services,Scotland,Low,2024-02-04,False,105
SME_0010,2025-01-01,791,19222.32,True,11,Services,Scotland,Low,2024-02-04,False,105
SME_0010,2025-02-01,818,0.0,True,12,Services,Scotland,Low,2024-02-04,False,105
SME_0010,2025-03-01,821,0.0,False,13,Services,Scotland,Low,2024-02-04,False,105
SME_0010,2025-04-01,805,0.0,False,14,Services,Scotland,Low,2024-02-04,False,105
SME_0010,2025-05-01,794,0.0,True,15,Services,Scotland,Low,2024-02-04,False,105
SME_0010,2025-06-01,783,10653.2,True,16,Services,Scotland,Low,2024-02-04,False,105
SME_0010,2025-07-01,794,16332.65,True,17,Services,Scotland,Low,2024-02-04,False,105
SME_0011,2024-08-01,349,0.0,True,10,Services,London,Low,2023-10-17,False,81
SME_0011,2024-09-01,370,0.0,True,11,Services,London,Low,2023-10-17,False,81
SME_0011,2024-10-01,377,0.0,False,12,Services,London,Low,2023-10-17,False,81
SME_0011,2024-11-01,348,0.0,True,13,Services,London,Low,2023-10-17,False,81
SME_0011,2024-12-01,375,0.0,False,14,Services,London,Low,2023-10-17,False,81
SME_0011,2025-01-01,376,0.0,False,15,Services,London,Low,2023-10-17,False,81
SME_0011,2025-02-01,390,0.0,False,16,Services,London,Low,2023-10-17,False,81
SME_0011,2025-03-01,404,0.0,True,17,Services,London,Low,2023-10-17,False,81
SME_0011,2025-04-01,407,0.0,False,18,Services,London,Low,2023-10-17,False,81
SME_0011,2025-05-01,406,0.0,False,19,Services,London,Low,2023-10-17,False,81
SME_0011,2025-06-01,376,0.0,False,20,Services,London,Low,2023-10-17,False,81
SME_0011,2025-07-01,405,4129.72,True,21,Services,London,Low,2023-10-17,False,81
SME_0012,2024-08-01,760,0.0,True,11,Retail,Scotland,Medium,2023-09-08,False,93
SME_0012,2024-09-01,746,0.0,True,12,Retail,Scotland,Medium,2023-09-08,False,93
SME_0012,2024-10-01,763,0.0,True,13,Retail,Scotland,Medium,2023-09-08,False,93
SME_0012,2024-11-01,754,0.0,False,14,Retail,Scotland,Medium,2023-09-08,False,93
SME_0012,2024-12-01,747,0.0,True,15,Retail,Scotland,Medium,2023-09-08,False,93
SME_0012,2025-01-01,728,1612.9,False,16,Retail,Scotland,Medium,2023-09-08,False,93
SME_0012,2025-02-01,702,0.0,True,17,Retail,Scotland,Medium,2023-09-08,False,93
SME_0012,2025-03-01,683,0.0,False,18,Retail,Scotland,Medium,2023-09-08,False,93
SME_0012,2025-04-01,704,0.0,True,19,Retail,Scotland,Medium,2023-09-08,False,93
SME_0012,2025-05-01,683,0.0,False,20,Retail,Scotland,Medium,2023-09-08,False,93
SME_0012,2025-06-01,710,0.0,False,21,Retail,Scotland,Medium,2023-09-08,False,93
SME_0012,2025-07-01,697,0.0,False,22,Retail,Scotland,Medium,2023-09-08,False,93
SME_0013,2024-08-01,757,0.0,True,0,Healthcare,Scotland,Medium,2025-02-16,False,99
SME_0013,2024-09-01,727,28487.83,True,0,Healthcare,Scotland,Medium,2025-02-16,False,99
SME_0013,2024-10-01,729,20309.24,True,0,Healthcare,Scotland,Medium,2025-02-16,False,99
SME_0013,2024-11-01,708,0.0,True,0,Healthcare,Scotland,Medium,2025-02-16,False,99
SME_0013,2024-12-01,728,0.0,False,0,Healthcare,Scotland,Medium,2025-02-16,False,99
SME_0013,2025-01-01,742,0.0,True,0,Healthcare,Scotland,Medium,2025-02-16,False,99
SME_0013,2025-02-01,759,0.0,True,0,Healthcare,Scotland,Medium,2025-02-16,False,99
SME_0013,2025-03-01,737,0.0,True,1,Healthcare,Scotland,Medium,2025-02-16,False,99
SME_0013,2025-04-01,736,0.0,True,2,Healthcare,Scotland,Medium,2025-02-16,False,99
SME_0013,2025-05-01,738,11905.69,True,3,Healthcare,Scotland,Medium,2025-02-16,False,99
SME_0013,2025-06-01,726,0.0,True,4,Healthcare,Scotland,Medium,2025-02-16,False,99
SME_0013,2025-07-01,729,0.0,True,5,Healthcare,Scotland,Medium,2025-02-16,False,99
SME_0014,2024-08-01,447,0.0,True,14,Technology,South East,Low,2023-06-02,False,97
SME_0014,2024-09-01,435,0.0,False,15,Technology,South East,Low,2023-06-02,False,97
SME_0014,2024-10-01,457,0.0,False,16,Technology,South East,Low,2023-06-02,False,97
SME_0014,2024-11-01,474,0.0,False,17,Technology,South East,Low,2023-06-02,False,97
SME_0014,2024-12-01,444,0.0,True,18,Technology,South East,Low,2023-06-02,False,97
SME_0014,2025-01-01,468,0.0,True,19,Technology,South East,Low,2023-06-02,False,97
SME_0014,2025-02-01,489,0.0,False,20,Technology,South East,Low,2023-06-02,False,97
SME_0014,2025-03-01,488,0.0,False,21,Technology,South East,Low,2023-06-02,False,97
SME_0014,2025-04-01,481,0.0,True,22,Technology,South East,Low,2023-06-02,False,97
SME_0014,2025-05-01,463,3306.03,True,23,Technology,South East,Low,2023-06-02,False,97
SME_0014,2025-06-01,493,0.0,False,24,Technology,South East,Low,2023-06-02,False,97
SME_0014,2025-07-01,515,0.0,True,25,Technology,South East,Low,2023-06-02,False,97
SME_0015,2024-08-01,324,0.0,True,22,Technology,London,Low,2022-10-12,False,89
SME_0015,2024-09-01,312,0.0,True,23,Technology,London,Low,2022-10-12,False,89
SME_0015,2024-10-01,327,0.0,False,24,Technology,London,Low,2022-10-12,False,89
SME_0015,2024-11-01,344,6700.55,False,25,Technology,London,Low,2022-10-12,False,89
SME_0015,2024-12-01,356,0.0,True,26,Technology,London,Low,2022-10-12,False,89
SME_0015,2025-01-01,361,0.0,False,27,Technology,London,Low,2022-10-12,False,89
SME_0015,2025-02-01,343,0.0,True,28,Technology,London,Low,2022-10-12,False,89
SME_0015,2025-03-01,363,0.0,True,29,Technology,London,Low,2022-10-12,False,89
SME_0015,2025-04-01,375,0.0,True,30,Technology,London,Low,2022-10-12,False,89
SME_0015,2025-05-01,392,0.0,True,31,Technology,London,Low,2022-10-12,False,89
SME_0015,2025-06-01,386,0.0,True,32,Technology,London,Low,2022-10-12,False,89
SME_0015,2025-07-01,390,0.0,False,33,Technology,London,Low,2022-10-12,False,89
SME_0016,2024-08-01,654,0.0,True,20,Healthcare,Scotland,Low,2022-12-05,False,86
SME_0016,2024-09-01,665,0.0,True,21,Healthcare,Scotland,Low,2022-12-05,False,86
SME_0016,2024-10-01,681,0.0,True,22,Healthcare,Scotland,Low,2022-12-05,False,86
SME_0016,2024-11-01,658,0.0,False,23,Healthcare,Scotland,Low,2022-12-05,False,86
SME_0016,2024-12-01,688,16439.44,True,24,Healthcare,Scotland,Low,2022-12-05,False,86
SME_0016,2025-01-01,675,0.0,True,25,Healthcare,Scotland,Low,2022-12-05,False,86
SME_0016,2025-02-01,653,0.0,True,26,Healthcare,Scotland,Low,2022-12-05,False,86
SME_0016,2025-03-01,681,0.0,False,27,Healthcare,Scotland,Low,2022-12-05,False,86
SME_0016,2025-04-01,703,0.0,True,28,Healthcare,Scotland,Low,2022-12-05,False,86
SME_0016,2025-05-01,701,0.0,True,29,Healthcare,Scotland,Low,2022-12-05,False,86
SME_0016,2025-06-01,711,0.0,True,30,Healthcare,Scotland,Low,2022-12-05,False,86
SME_0016,2025-07-01,681,0.0,False,31,Healthcare,Scotland,Low,2022-12-05,False,86
SME_0017,2024-08-01,668,0.0,True,0,Retail,London,Medium,2025-08-03,False,87
SME_0017,2024-09-01,671,0.0,True,0,Retail,London,Medium,2025-08-03,False,87
SME_0017,2024-10-01,693,0.0,True,0,Retail,London,Medium,2025-08-03,False,87
SME_0017,2024-11-01,666,0.0,True,0,Retail,London,Medium,2025-08-03,False,87
SME_0017,2024-12-01,651,0.0,True,0,Retail,London,Medium,2025-08-03,False,87
SME_0017,2025-01-01,657,0.0,True,0,Retail,London,Medium,2025-08-03,False,87
SME_0017,2025-02-01,657,0.0,False,0,Retail,London,Medium,2025-08-03,False,87
SME_0017,2025-03-01,673,4507.03,True,0,Retail,London,Medium,2025-08-03,False,87
SME_0017,2025-04-01,653,0.0,True,0,Retail,London,Medium,2025-08-03,False,87
SME_0017,2025-05-01,630,19149.35,False,0,Retail,London,Medium,2025-08-03,False,87
SME_0017,2025-06-01,657,0.0,True,0,Retail,London,Medium,2025-08-03,False,87
SME_0017,2025-07-01,683,0.0,True,0,Retail,London,Medium,2025-08-03,False,87
SME_0018,2024-08-01,691,14419.43,True,0,Services,London,Medium,2025-04-13,False,99
SME_0018,2024-09-01,702,0.0,True,0,Services,London,Medium,2025-04-13,False,99
SME_0018,2024-10-01,701,0.0,True,0,Services,London,Medium,2025-04-13,False,99
SME_0018,2024-11-01,683,21407.73,False,0,Services,London,Medium,2025-04-13,False,99
SME_0018,2024-12-01,681,0.0,False,0,Services,London,Medium,2025-04-13,False,99
SME_0018,2025-01-01,665,0.0,True,0,Services,London,Medium,2025-04-13,False,99
SME_0018,2025-02-01,677,0.0,True,0,Services,London,Medium,2025-04-13,False,99
SME_0018,2025-03-01,703,0.0,True,0,Services,London,Medium,2025-04-13,False,99
SME_0018,2025-04-01,695,0.0,True,0,Services,London,Medium,2025-04-13,False,99
SME_0018,2025-05-01,707,0.0,True,1,Services,London,Medium,2025-04-13,False,99
SME_0018,2025-06-01,697,0.0,False,2,Services,London,Medium,2025-04-13,False,99
SME_0018,2025-07-01,699,15428.51,True,3,Services,London,Medium,2025-04-13,False,99
SME_0019,2024-08-01,710,19298.86,False,0,Retail,North West,Low,2025-01-21,False,107
SME_0019,2024-09-01,740,0.0,True,0,Retail,North West,Low,2025-01-21,False,107
SME_0019,2024-10-01,770,0.0,False,0,Retail,North West,Low,2025-01-21,False,107
SME_0019,2024-11-01,779,0.0,True,0,Retail,North West,Low,2025-01-21,False,107
SME_0019,2024-12-01,773,0.0,True,0,Retail,North West,Low,2025-01-21,False,107
SME_0019,2025-01-01,772,26581.26,False,0,Retail,North West,Low,2025-01-21,False,107
SME_0019,2025-02-01,792,0.0,True,1,Retail,North West,Low,2025-01-21,False,107
SME_0019,2025-03-01,801,0.0,False,2,Retail,North West,Low,2025-01-21,False,107
SME_0019,2025-04-01,793,0.0,True,3,Retail,North West,Low,2025-01-21,False,107
SME_0019,2025-05-01,823,0.0,True,4,Retail,North West,Low,2025-01-21,False,107
SME_0019,2025-06-01,848,0.0,True,5,Retail,North West,Low,2025-01-21,False,107
SME_0019,2025-07-01,834,0.0,True,6,Retail,North West,Low,2025-01-21,False,107
SME_0020,2024-08-01,492,0.0,True,18,Services,Midlands,Low,2023-02-11,False,112
SME_0020,2024-09-01,520,29947.91,True,19,Services,Midlands,Low,2023-02-11,False,112
SME_0020,2024-10-01,499,0.0,True,20,Services,Midlands,Low,2023-02-11,False,112
SME_0020,2024-11-01,479,0.0,False,21,Services,Midlands,Low,2023-02-11,False,112
SME_0020,2024-12-01,501,0.0,True,22,Services,Midlands,Low,2023-02-11,False,112
SME_0020,2025-01-01,478,0.0,True,23,Services,Midlands,Low,2023-02-11,False,112
SME_0020,2025-02-01,504,0.0,True,24,Services,Midlands,Low,2023-02-11,False,112
SME_0020,2025-03-01,511,5931.5,False,25,Services,Midlands,Low,2023-02-11,False,112
SME_0020,2025-04-01,510,0.0,True,26,Services,Midlands,Low,2023-02-11,False,112
SME_0020,2025-05-01,498,0.0,True,27,Services,Midlands,Low,2023-02-11,False,112
SME_0020,2025-06-01,491,0.0,True,28,Services,Midlands,Low,2023-02-11,False,112
SME_0020,2025-07-01,506,0.0,False,29,Services,Midlands,Low,2023-02-11,False,112
SME_0021,2024-08-01,722,0.0,True,0,Manufacturing,Scotland,Medium,2025-03-18,False,105
SME_0021,2024-09-01,752,0.0,True,0,Manufacturing,Scotland,Medium,2025-03-18,False,105
SME_0021,2024-10-01,738,21843.31,False,0,Manufacturing,Scotland,Medium,2025-03-18,False,105
SME_0021,2024-11-01,767,0.0,True,0,Manufacturing,Scotland,Medium,2025-03-18,False,105
SME_0021,2024-12-01,737,0.0,True,0,Manufacturing,Scotland,Medium,2025-03-18,False,105
SME_0021,2025-01-01,765,0.0,False,0,Manufacturing,Scotland,Medium,2025-03-18,False,105
SME_0021,2025-02-01,743,11586.28,True,0,Manufacturing,Scotland,Medium,2025-03-18,False,105
SME_0021,2025-03-01,736,0.0,True,0,Manufacturing,Scotland,Medium,2025-03-18,False,105
SME_0021,2025-04-01,742,0.0,False,1,Manufacturing,Scotland,Medium,2025-03-18,False,105
SME_0021,2025-05-01,735,27931.69,True,2,Manufacturing,Scotland,Medium,2025-03-18,False,105
SME_0021,2025-06-01,725,24340.27,True,3,Manufacturing,Scotland,Medium,2025-03-18,False,105
SME_0021,2025-07-01,749,0.0,True,4,Manufacturing,Scotland,Medium,2025-03-18,False,105
SME_0022,2024-08-01,659,0.0,True,16,Retail,South East,Medium,2023-04-14,False,94
SME_0022,2024-09-01,646,0.0,True,17,Retail,South East,Medium,2023-04-14,False,94
SME_0022,2024-10-01,660,0.0,True,18,Retail,South East,Medium,2023-04-14,False,94
SME_0022,2024-11-01,636,0.0,True,19,Retail,South East,Medium,2023-04-14,False,94
SME_0022,2024-12-01,620,0.0,True,20,Retail,South East,Medium,2023-04-14,False,94
SME_0022,2025-01-01,640,25213.72,False,21,Retail,South East,Medium,2023-04-14,False,94
SME_0022,2025-02-01,667,5320.08,True,22,Retail,South East,Medium,2023-04-14,False,94
SME_0022,2025-03-01,683,0.0,True,23,Retail,South East,Medium,2023-04-14,False,94
SME_0022,2025-04-01,702,0.0,True,24,Retail,South East,Medium,2023-04-14,False,94
SME_0022,2025-05-01,728,7236.26,True,25,Retail,South East,Medium,2023-04-14,False,94
SME_0022,2025-06-01,743,0.0,True,26,Retail,South East,Medium,2023-04-14,False,94
SME_0022,2025-07-01,763,0.0,False,27,Retail,South East,Medium,2023-04-14,False,94
SME_0023,2024-08-01,439,0.0,False,9,Healthcare,Midlands,Low,2023-11-07,False,105
SME_0023,2024-09-01,421,0.0,True,10,Healthcare,Midlands,Low,2023-11-07,False,105
SME_0023,2024-10-01,437,0.0,True,11,Healthcare,Midlands,Low,2023-11-07,False,105
SME_0023,2024-11-01,407,2937.9,True,12,Healthcare,Midlands,Low,2023-11-07,False,105
SME_0023,2024-12-01,426,0.0,True,13,Healthcare,Midlands,Low,2023-11-07,False,105
SME_0023,2025-01-01,423,0.0,False,14,Healthcare,Midlands,Low,2023-11-07,False,105
SME_0023,2025-02-01,393,0.0,True,15,Healthcare,Midlands,Low,2023-11-07,False,105
SME_0023,2025-03-01,376,0.0,True,16,Healthcare,Midlands,Low,2023-11-07,False,105
SME_0023,2025-04-01,397,0.0,True,17,Healthcare,Midlands,Low,2023-11-07,False,105
SME_0023,2025-05-01,416,0.0,False,18,Healthcare,Midlands,Low,2023-11-07,False,105
SME_0023,2025-06-01,436,0.0,False,19,Healthcare,Midlands,Low,2023-11-07,False,105
SME_0023,2025-07-01,445,0.0,False,20,Healthcare,Midlands,Low,2023-11-07,False,105
SME_0024,2024-08-01,474,0.0,True,18,Technology,Scotland,High,2023-02-01,False,94
SME_0024,2024-09-01,462,27927.79,True,19,Technology,Scotland,High,2023-02-01,False,94
SME_0024,2024-10-01,480,0.0,False,20,Technology,Scotland,High,2023-02-01,False,94
SME_0024,2024-11-01,507,0.0,False,21,Technology,Scotland,High,2023-02-01,False,94
SME_0024,2024-12-01,514,28825.88,True,22,Technology,Scotland,High,2023-02-01,False,94
SME_0024,2025-01-01,516,0.0,True,23,Technology,Scotland,High,2023-02-01,False,94
SME_0024,2025-02-01,519,0.0,False,24,Technology,Scotland,High,2023-02-01,False,94
SME_0024,2025-03-01,538,9370.29,True,25,Technology,Scotland,High,2023-02-01,False,94
SME_0024,2025-04-01,564,0.0,True,26,Technology,Scotland,High,2023-02-01,False,94
SME_0024,2025-05-01,574,0.0,True,27,Technology,Scotland,High,2023-02-01,False,94
SME_0024,2025-06-01,567,0.0,True,28,Technology,Scotland,High,2023-02-01,False,94
SME_0024,2025-07-01,587,0.0,False,29,Technology,Scotland,High,2023-02-01,False,94
SME_0025,2024-08-01,746,19367.69,True,12,Healthcare,Midlands,Medium,2023-08-07,False,92
SME_0025,2024-09-01,716,0.0,True,13,Healthcare,Midlands,Medium,2023-08-07,False,92
SME_0025,2024-10-01,722,0.0,True,14,Healthcare,Midlands,Medium,2023-08-07,False,92
SME_0025,2024-11-01,717,7914.34,True,15,Healthcare,Midlands,Medium,2023-08-07,False,92
SME_0025,2024-12-01,744,0.0,True,16,Healthcare,Midlands,Medium,2023-08-07,False,92
SME_0025,2025-01-01,715,0.0,False,17,Healthcare,Midlands,Medium,2023-08-07,False,92
SME_0025,2025-02-01,693,0.0,False,18,Healthcare,Midlands,Medium,2023-08-07,False,92
SME_0025,2025-03-01,680,17790.52,True,19,Healthcare,Midlands,Medium,2023-08-07,False,92
SME_0025,2025-04-01,699,0.0,True,20,Healthcare,Midlands,Medium,2023-08-07,False,92
SME_0025,2025-05-01,686,0.0,True,21,Healthcare,Midlands,Medium,2023-08-07,False,92
SME_0025,2025-06-01,674,0.0,False,22,Healthcare,Midlands,Medium,2023-08-07,False,92
SME_0025,2025-07-01,662,14880.57,False,23,Healthcare,Midlands,Medium,2023-08-07,False,92
SME_0026,2024-08-01,464,19373.31,True,4,Retail,Midlands,Medium,2024-04-01,False,102
